Index #,Group,Company Name,Chemistry_Detail,Chemistry,Format,Part #,Cell Status,Cell Shape,Cycle Life,Last Cycle  OF Initial Capacity,vol. Energy Density (Wh/l),grav. Energy Density (Wh/kg),Max Capacity (AH),Open Circuit Voltage (V),Nominal Voltage (V),Cut Off Voltage (V),Standard Discharge Current (A),Max Constant Discharge Current (A),Crate_discharge_cyclelife,Weight (gr),Volume (CC),Fast/Quick Charge Current,Standard Charge Current (A),Crate_charge_cyclelife,t_rest_h,Length (mm),Height (mm),Width (mm),Diameter (mm),Jahr,Datenblatt,Sekundärquelle,ID / Date,Anmerkung,Charging Methode,Crate_CV_cutoff,t_cycle_DOD
SDL-23067b,SDL-23067,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP60AHA,Active,PrismaticCase,7000,80,'Nan','Nan',60,3.65,3.3,2.5,30,180,0.5,2100,1424.045,180,30,0.5,'Nan',203,61,115,'Nan',,x,,-,,CC-CV,'Nan',70
SDL-23068a,SDL-23068,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP90AHA,Active,PrismaticCase,5000,80,'Nan','Nan',90,3.65,3.3,2.5,45,270,0.5,2900,1901.614,270,45,0.5,'Nan',218,61,143,'Nan',,x,,-,,CC-CV,'Nan',80
SDL-23068b,SDL-23068,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP90AHA,Active,PrismaticCase,7000,80,'Nan','Nan',90,3.65,3.3,2.5,45,270,0.5,2900,1901.614,270,45,0.5,'Nan',218,61,143,'Nan',,x,,-,,CC-CV,'Nan',70
SDL-23069a,SDL-23069,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP100AHA,Active,PrismaticCase,5000,80,'Nan','Nan',100,3.65,3.3,2.5,50,300,0.5,3500,1945.9,300,50,0.5,'Nan',220,61,145,'Nan',,x,,-,,CC-CV,'Nan',80
SDL-23069b,SDL-23069,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP100AHA,Active,PrismaticCase,7000,80,'Nan','Nan',100,3.65,3.3,2.5,50,300,0.5,3500,1945.9,300,50,0.5,'Nan',220,61,145,'Nan',,x,,-,,CC-CV,'Nan',70
SDL-23070a,SDL-23070,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP160AHA,Active,PrismaticCase,5000,80,'Nan','Nan',160,3.65,3.3,2.5,80,480,0.5,5600,3803.8,480,80,0.5,'Nan',280,65,209,'Nan',,x,,,,CC-CV,'Nan',80
SDL-23070b,SDL-23070,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP160AHA,Active,PrismaticCase,7000,80,'Nan','Nan',160,3.65,3.3,2.5,80,480,0.5,5600,3803.8,480,80,0.5,'Nan',280,65,209,'Nan',,x,,,,CC-CV,'Nan',70
SDL-23071a,SDL-23071,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP200AHA,Active,PrismaticCase,5000,80,'Nan','Nan',200,3.65,3.3,2.5,100,600,0.5,7900,5001.1332,600,100,0.5,'Nan',362,55.55,248.7,'Nan',,x,,-,,CC-CV,'Nan',80
SDL-23071b,SDL-23071,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP200AHA,Active,PrismaticCase,7000,80,'Nan','Nan',200,3.65,3.3,2.5,100,600,0.5,7900,5001.1332,600,100,0.5,'Nan',362,55.55,248.7,'Nan',,x,,-,,CC-CV,'Nan',70
SDL-23072a,SDL-23072,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP260AHA,Active,PrismaticCase,5000,80,'Nan','Nan',260,3.65,3.3,2.5,130,780,0.5,8700,5525.025,780,130,0.5,'Nan',362,55.5,275,'Nan',,x,,-,,CC-CV,'Nan',80
SDL-23072b,SDL-23072,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP260AHA,Active,PrismaticCase,7000,80,'Nan','Nan',260,3.65,3.3,2.5,130,780,0.5,8700,5525.025,780,130,0.5,'Nan',362,55.5,275,'Nan',,x,,-,,CC-CV,'Nan',70
SDL-23073a,SDL-23073,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP300AHA,Active,PrismaticCase,5000,80,'Nan','Nan',300,3.65,3.3,2.5,150,900,0.5,9500,6147.846,900,150,0.5,'Nan',362,55.5,306,'Nan',,x,,-,,CC-CV,'Nan',80
SDL-23073b,SDL-23073,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP300AHA,Active,PrismaticCase,7000,80,'Nan','Nan',300,3.65,3.3,2.5,150,900,0.5,9500,6147.846,900,150,0.5,'Nan',362,55.5,306,'Nan',,x,,-,,CC-CV,'Nan',70
SDL-23074a,SDL-23074,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP400AHA,Active,PrismaticCase,5000,80,'Nan','Nan',400,3.65,3.3,2.5,200,1200,0.5,13100,8540.025,1200,200,0.5,'Nan',461,65,285,'Nan',,x,,,,CC-CV,'Nan',80
SDL-23074b,SDL-23074,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP400AHA,Active,PrismaticCase,7000,80,'Nan','Nan',400,3.65,3.3,2.5,200,1200,0.5,13100,8540.025,1200,200,0.5,'Nan',461,65,285,'Nan',,x,,,,CC-CV,'Nan',70
SDL-23075a,SDL-23075,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP700AHA,Active,PrismaticCase,5000,80,'Nan','Nan',700,3.65,3.3,2.5,350,2100,0.5,21000,12854.754,2100,350,0.5,'Nan',627,67,306,'Nan',,x,,-,,CC-CV,'Nan',80
SDL-23075b,SDL-23075,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP700AHA,Active,PrismaticCase,7000,80,'Nan','Nan',700,3.65,3.3,2.5,350,2100,0.5,21000,12854.754,2100,350,0.5,'Nan',627,67,306,'Nan',,x,,-,,CC-CV,'Nan',70
SDL-23076a,SDL-23076,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP1000AHA,Active,PrismaticCase,5000,80,'Nan','Nan',1000,3.65,3.3,2.5,500,3000,0.5,35000,22631.25,3000,500,0.5,'Nan',850,71,375,'Nan',,x,,-,,CC-CV,'Nan',80
SDL-23076b,SDL-23076,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP1000AHA,Active,PrismaticCase,7000,80,'Nan','Nan',1000,3.65,3.3,2.5,500,3000,0.5,35000,22631.25,3000,500,0.5,'Nan',850,71,375,'Nan',,x,,-,,CC-CV,'Nan',70
SDL-23077a,SDL-23077,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP1000AHC,Active,PrismaticCase,5000,80,'Nan','Nan',1000,3.65,3.2,2.5,500,3000,0.5,41000,25916.8,3000,500,0.5,'Nan',560,130,356,'Nan',,x,,-,,CC-CV,'Nan',80
SDL-23077b,SDL-23077,Thunder-Sky,Lithium Iron Phosphate,LithiumIronPhosphate,PrismaticCase,WB-LYP1000AHC,Active,PrismaticCase,7000,80,'Nan','Nan',1000,3.65,3.2,2.5,500,3000,0.5,41000,25916.8,3000,500,0.5,'Nan',560,130,356,'Nan',,x,,-,,CC-CV,'Nan',70
SDL-23220,SDL-23220,Optimum Battery Co Ltd,Lithium Iron Phosphate,LithiumIronPhosphate,CylindricalCase,OPT-32650F,Active,CylindricalCase,2000,80,'Nan','Nan',5,3.65,3.2,2.5,5,10,1,145,54.3698,5,1,1,'Nan','Nan',70,,32.2,,x,,-,,CC-CV,'Nan','Nan'
SDL-23256,SDL-23256,Chengdu Jianzhong Lithium Battery Company Ltd,Lithium Cobalt Oxide,LCO,CylindricalCase,ICR26650,Active,CylindricalCase,300,80,'Nan','Nan',4,4.2,3.7,3,0.64,4,'Nan',90,34.4929,4,0.8,'Nan','Nan','Nan',65,,26,2015,,x,17.07.2015,,CC-CV,'Nan','Nan'
SDL-23257,SDL-23257,Kokam,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,SLPB11543140H5,Active,PrismaticCase,800,80,'Nan',140,5,4.2,3.7,2.7,2.5,150,1,128,72.5254,10.4,2,1,'Nan',142.5,11.7,43.5,'Nan',2017,,x,-,Paper,CC-CV,'Nan','Nan'
SDL-23465,SDL-23465,Auto Energy Technology Co,Lithium Titanate,LithiumTitanate,CylindricalCase,YT185185185,Active,CylindricalCase,2000,80,'Nan','Nan',40,2.7,2.4,1.5,65,120,'Nan',1650,902.3575,120,8,'Nan','Nan','Nan',380,,55,2013,x,,,,CC-CV,'Nan','Nan'
SDL-23541,SDL-23541,EnerDel. INC,,,PouchCase,HEV CELL,Active,PrismaticCase,1000,80,'Nan','Nan',16,4.1,3.6,2.5,3.5,80,'Nan',446,293.2776,80,3.5,'Nan','Nan',253,6.3,184,'Nan',2012,x,,24.05.2012,,CC-CV,'Nan','Nan'
SDL-23543a,SDL-23543,Headway Group,Lithium Iron Phosphate,LithiumIronPhosphate,CylindricalCase,HW38120S/L,Active,CylindricalCase,2000,80,'Nan','Nan',10,3.65,3.2,2,10,30,1,330,138.2919,20,10,1,'Nan','Nan',122,,38,,x,,-,,CC-CV,'Nan','Nan'
SDL-23543b,SDL-23543,Headway Group,Lithium Iron Phosphate,LithiumIronPhosphate,CylindricalCase,HW38120S/L,Active,CylindricalCase,1500,80,'Nan','Nan',10,3.65,3.2,2,10,30,3,330,138.2919,20,10,1,'Nan','Nan',122,,38,,x,,-,,CC-CV,'Nan','Nan'
SDL-23544a,SDL-23544,Headway Group,Lithium Iron Phosphate,LithiumIronPhosphate,CylindricalCase,HW38140S,Active,CylindricalCase,2000,80,'Nan','Nan',12,3.65,3.2,2,12,36,1,395,160.9627,24,12,1,'Nan','Nan',142,,38,,x,,-,,CC-CV,'Nan','Nan'
SDL-23544b,SDL-23544,Headway Group,Lithium Iron Phosphate,LithiumIronPhosphate,CylindricalCase,HW38140S,Active,CylindricalCase,1500,80,'Nan','Nan',12,3.65,3.2,2,12,36,3,395,160.9627,24,12,1,'Nan','Nan',142,,38,,x,,-,,CC-CV,'Nan','Nan'
SDL-23547a,SDL-23547,Headway Group,Lithium Iron Phosphate,LithiumIronPhosphate,CylindricalCase,HW40152S,Active,CylindricalCase,2000,80,'Nan','Nan',15,3.65,3.2,2,15,45,1,475,207.24,30,7.5,1,'Nan','Nan',165,,40,,x,,-,,CC-CV,'Nan','Nan'
SDL-23547b,SDL-23547,Headway Group,Lithium Iron Phosphate,LithiumIronPhosphate,CylindricalCase,HW40152S,Active,CylindricalCase,1500,80,'Nan','Nan',15,3.65,3.2,2,15,45,3,475,207.24,30,7.5,1,'Nan','Nan',165,,40,,x,,-,,CC-CV,'Nan','Nan'
SDL-2494,SDL-2494,Saft,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,CylindricalCase,VES100,Active,CylindricalCase,500,80,'Nan',118,28,4.1,3.6,2.75,2.8,84,'Nan',810,423.4761,28,2.8,'Nan','Nan','Nan',185,,54,2006,x,,-,,CC-CV,'Nan','Nan'
SDL-2495,SDL-2495,Saft,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,CylindricalCase,VES140,Active,CylindricalCase,500,80,'Nan',126,39,4.1,3.6,2.75,3.9,117,'Nan',1130,572.265,39,3.9,'Nan','Nan','Nan',250,,54,2006,x,,-,,CC-CV,'Nan','Nan'
SDL-2496,SDL-2496,Saft,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,CylindricalCase,VES180,Active,CylindricalCase,500,80,'Nan',165,50,4.1,3.6,2.75,5,150,'Nan',1110,551.2663,50,5,'Nan','Nan','Nan',250,,53,2006,x,,-,,CC-CV,'Nan','Nan'
SDL-2500,SDL-2500,Saft,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,PrismaticCase,MP174865,Active,PrismaticCase,500,70,380,163,5.3,4.2,3.75,2.5,1.1,11,'Nan',124,52,5,0.58,'Nan','Nan',65,19,48,'Nan',2007,x,,11.2007,,CC-CV,'Nan','Nan'
SDL-2502,SDL-2502,Saft,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,PrismaticCase,MP176065,Active,PrismaticCase,500,70,350,165,6.8,4.2,3.75,2.5,1.4,13.6,'Nan',155,73,6.8,0.58,'Nan','Nan',65,19.8,61,'Nan',2005,x,,03.2005,,CC-CV,'Nan','Nan'
SDL-2503,SDL-2503,Saft,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,CylindricalCase,VL 45E,Active,CylindricalCase,500,80,313,149,45,4.1,3.6,2.7,4.5,100,'Nan',1070,510,45,4.5,'Nan','Nan','Nan',222,,54.3,2005,x,,03.2005,,CC-CV,'Nan','Nan'
SDL-2504,SDL-2504,Saft,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,CylindricalCase,VL 41M,Active,CylindricalCase,500,80,285,136,41,4.1,3.6,2.7,4.5,150,0.33,1070,513.8334,41,4.5,0.33,'Nan','Nan',222,,54.3,2005,x,,03.2005,,CC-CV,'Nan',80
SDL-2505,SDL-2505,Saft,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,CylindricalCase,VL 27M,Active,CylindricalCase,500,80,252,124,27,4.1,3.6,2.7,2.7,110,0.33,770,377.274,27,2.7,0.33,'Nan','Nan',163,,54.3,2005,x,,03.2005,,CC-CV,'Nan',80
SDL-2506,SDL-2506,Saft,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,CylindricalCase,VL 7P,Active,CylindricalCase,500,80,131,67,7,4.1,3.6,2.7,0.7,100,'Nan',370,191.3398,7,0.7,'Nan','Nan','Nan',145,,41,2005,x,,03.2005,,CC-CV,'Nan','Nan'
SDL-2507,SDL-2507,Saft,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,CylindricalCase,VL 20P,Active,CylindricalCase,500,80,187,89,20,4.1,3.6,2.7,2,250,'Nan',800,373.1168,20,2,'Nan','Nan','Nan',163,,54,2005,x,,03.2005,,CC-CV,'Nan','Nan'
SDL-2508,SDL-2508,Saft,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,CylindricalCase,VL 30P,Active,CylindricalCase,500,80,209,97,30,4.1,3.6,2.7,3,300,'Nan',1100,508.1713,30,3,'Nan','Nan','Nan',222,,54,2005,x,,03.2005,,CC-CV,'Nan','Nan'
SDL-2524,SDL-2524,Quallion LLC,Nickel rich,LNCAO,PrismaticCase,QL015KA,Active,PrismaticCase,3000,80,296,142,15,4.2,3.6,2.7,15,15,'Nan',380,180.4631,15,1.5,'Nan','Nan',88.3,37.5,54.5,'Nan',,x,,-,,CC-CV,'Nan','Nan'
SDL-25474,SDL-25474,Guangzhou FULLRIVER Battery New Technology Co,Lithium Iron Phosphate,LithiumIronPhosphate,CylindricalCase,32700Fe5400,Active,CylindricalCase,1000,80,'Nan','Nan',5.4,3.7,3.2,2,1.08,5.4,'Nan',143,58.9668,5.4,1.08,'Nan','Nan','Nan',72,,32.3,2012,x,,06.2012,,CC-CV,'Nan','Nan'
SDL-25565,SDL-25565,LG Chem,Nickel rich,LithiumNickelManganeseCobaltOxide,CylindricalCase,INR18650MJ1,Active,CylindricalCase,400,80,'Nan','Nan',3.5,4.2,3.63,2.5,0.68,10,1,49,17.275,3.4,1.7,0.5,'Nan','Nan',65,,18.4,2014,x,,22.08.2014,,CC-CV,0.01,100
SDL-25566,SDL-25566,Saft,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,PrismaticCase,MP174565xtd,Active,PrismaticCase,1500,80,246,150,4,4.2,3.65,2.7,0.8,8,0.5,97,56.5779,4,2,0.5,'Nan',68.5,18.65,45.3,'Nan',2019,x,,08.2019,,CC-CV,'Nan','Nan'
SDL-25567,SDL-25567,Saft,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,PrismaticCase,MP176065xtd,Active,PrismaticCase,1500,80,264,150,5.6,4.1,3.65,2.5,1.18,11,0.5,136,77.3081,5.6,1.18,0.5,'Nan',68.7,18.6,60.5,'Nan',2019,x,,04.2018,,CC-CV,'Nan','Nan'
SDL-25591a,SDL-25591,EAS Batteries,Nickel rich,LithiumNickelCobaltAluminiumOxide,CylindricalCase,HE-341440 LithiumNickelCobaltAluminiumOxide,Active,CylindricalCase,1000,80,'Nan','Nan',10,4.2,3.6,3,1.5,50,0.2,320,130.6742,20,5,0.2,'Nan','Nan',144,,34,2011,x,,Doc HE 341440 LithiumNickelCobaltAluminiumOxide - 2011-13,,CC-CV,'Nan','Nan'
SDL-25591b,SDL-25591,EAS Batteries,Nickel rich,LithiumNickelCobaltAluminiumOxide,CylindricalCase,HE-341440 LithiumNickelCobaltAluminiumOxide,Active,CylindricalCase,2000,60,'Nan','Nan',10,4.2,3.6,3,1.5,50,0.2,320,130.6742,20,5,0.2,'Nan','Nan',144,,34,2011,x,,Doc HE 341440 LithiumNickelCobaltAluminiumOxide - 2011-13,,CC-CV,'Nan','Nan'
SDL-25608,SDL-25608,LG Chem,Nickel rich,LithiumNickelManganeseCobaltOxide,CylindricalCase,INR20650 M42,Active,CylindricalCase,400,80,'Nan','Nan',4.15,4.2,3.63,2.5,0.804,12,1,58,21.6082,4.02,2.01,0.5,'Nan','Nan',65.5,,20.5,2015,x,,07.12.2015,,CC-CV,0.01,100
SDL-25621,SDL-25621,Zenlabs_Envia,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,ENV35011-CRC,Active,PrismaticCase,450,80,840,350,10.6,4.47,3.65,2.5,2.12,,'Nan',111,46.4,,2.12,'Nan','Nan',145,5,64,'Nan',2015,x,,-,,CC-CV,'Nan','Nan'
SDL-25622,SDL-25622,Zenlabs_Envia,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,ENV23426-XP,Active,PrismaticCase,1000,80,438,234,26.5,4.35,3.69,2.3,8.833333333,26.5,'Nan',407,222.75,26.5,8.833333333,'Nan','Nan',225,6,165,'Nan',2015,x,,-,,CC-CV,'Nan','Nan'
SDL-26864,SDL-26864,Lishen,Nickel rich,LithiumNickelCobaltAluminiumOxide,CylindricalCase,LR2170SC,Active,CylindricalCase,1000,70,'Nan','Nan',5,4.2,3.6,2.75,1,10,'Nan',70,26.2081,1.5,1,'Nan','Nan','Nan',70.9,,21.7,2017,x,,26.07.2017,,CC-CV,0.02,100
SDL-26865,SDL-26865,Lishen,Nickel rich,LithiumNickelCobaltAluminiumOxide,CylindricalCase,LR2170SF,Active,CylindricalCase,1000,80,618,230,4.5,4.2,3.6,2.5,4.5,13.5,'Nan',70,26.7687,5.4,2.25,'Nan','Nan','Nan',71.1,,21.9,2019,x,,2021,,CC-CV,0.02,100
SDL-26872,SDL-26872,Amprius_Wuxi Lead,Lithium Cobalt Oxide,LCO - Silicon 'Nan'owire,PouchCase,ANW3.6-455055,Active,PrismaticCase,150,80,'Nan','Nan',3.6,4.35,3.6,2.75,0.51,1.8,0.2,33,12.375,1.8,0.51,0.2,'Nan',55,4.5,50,'Nan',2018,x,,2018,,CC-CV,'Nan','Nan'
SDL-26901,SDL-26901,Amprius_Wuxi Lead,Nickel rich,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,PouchCase,E485795CH,Active,PrismaticCase,500,80,'Nan','Nan',5,4.4,3.85,3,0.98,5,0.5,65,27.1889,2.45,1,0.5,'Nan',96.5,4.9,57.5,'Nan',2016,x,,AMP/JS-SPEC-A07-05,,CC-CV,'Nan','Nan'
SDL-26910,SDL-26910,Hangzhou Future Power Technology Co,,,PouchCase,FT655894P,Active,PrismaticCase,500,80,'Nan','Nan',5.15,4.35,3.8,3,1,2.5,'Nan',105,37.8232,2.5,1,'Nan','Nan',96.5,6.7,58.5,'Nan',,x,,Customer Code F0635,,CC-CV,'Nan','Nan'
SDL-26913,SDL-26913,BMZ_Sony,Nickel rich,LithiumNickelCobaltAluminiumOxide,CylindricalCase,BMZ 21700 40PS1,Active,CylindricalCase,1000,80,'Nan','Nan',4,4.2,3.6,2.5,0.8,35,1,70,24.8494,6,2,1,'Nan','Nan',70.3,,21.22,,x,,2017,,CC-CV,'Nan','Nan'
SDL-26914,SDL-26914,BMZ_Sony,Nickel rich,LithiumNickelCobaltAluminiumOxide,CylindricalCase,BMZ 21700 42 PM,Active,CylindricalCase,250,85,'Nan','Nan',4.16,4.2,3.6,2,0.832,35,1,72,24.9759,6,2,1,'Nan','Nan',69.8,,21.35,,x,,-,,CC-CV,'Nan','Nan'
SDL-26916,SDL-26916,BMZ_Sony,Nickel rich,LithiumNickelCobaltAluminiumOxide,CylindricalCase,BMZ 21700 52EM,Active,CylindricalCase,350,70,'Nan',267.4,5.2,4.2,3.6,2.5,1.05,8,1,70,24.9759,4,1.05,1,'Nan','Nan',69.8,,21.35,2017,x,,,,CC-CV,'Nan','Nan'
SDL-26917,SDL-26917,BMZ_Sony,Nickel rich,LithiumNickelCobaltAluminiumOxide,CylindricalCase,BMZ 21700 52E,Active,CylindricalCase,350,70,'Nan','Nan',5.2,4.2,3.6,2.5,1.05,8,1,70,24.9759,4,1.05,1,'Nan','Nan',69.8,,21.35,2017,x,,,,CC-CV,'Nan','Nan'
SDL-26918,SDL-26918,Murata,Nickel rich,LithiumNickelCobaltAluminiumOxide,CylindricalCase,US21700VTC6A,Active,CylindricalCase,500,80,578,'Nan',4,4.2,3.6,2,0.8,40,2.5,72.7,25.5189,9,3,1,'Nan','Nan',70,,21.55,2021,x,,-,,CC-CV,0.02,'Nan'
SDL-26925,SDL-26925,Dongguan K-Tech New Energy,,LithiumNickelManganeseCobaltOxide and LithiumNickelCobaltAluminiumOxide,CylindricalCase,INR21700P-4000mAh,Active,CylindricalCase,500,80,'Nan','Nan',4,4.2,3.7,2.75,0.8,12,0.5,68,26.1517,4,0.8,0.5,'Nan','Nan',70.1,,21.8,2018,x,,12.01.2018,,CC-CV,0.02,100
SDL-26944,SDL-26944,Yinglong,Lithium Titanate,LithiumTitanate,CylindricalCase,LTO66160H/40Ah,Active,CylindricalCase,16000,80,'Nan','Nan',40,2.7,2.3,1.5,40,240,1,1250,547.1136,400,40,1,'Nan','Nan',160,,66,2016,x,,12.12.2016,,CC-CV,'Nan',100
SDL-26945,SDL-26945,Yinglong,Lithium Titanate,LithiumTitanate,CylindricalCase,35Ah,Active,CylindricalCase,16000,80,'Nan','Nan',36.2,2.7,2.3,1.5,35,210,1,1220,547.1136,210,80,1,'Nan','Nan',160,,66,2016,x,,,,CC-CV,'Nan',100
TUM-001a,TUM-001,Samsung,Nickel rich,LithiumNickelManganeseCobaltOxide,PrismaticCase,SDI 94Ah ,Active,PrismaticCase,1500,80,355,165,94,4.15,3.68,2.7,31.33333333,150,1,2100,973,72,31.33333333,1,'Nan',173,45,125,'Nan',2015,(x),,31.12.2015,0.5C/1C 5200 @70 - 1C/1C: 1.500 / 2.500,CC-CV,0.02,'Nan'
TUM-001b,TUM-001,Samsung,Nickel rich,LithiumNickelManganeseCobaltOxide,PrismaticCase,SDI 94Ah ,Active,PrismaticCase,2500,70,355,165,94,4.15,3.68,2.7,31.33333333,150,1,2100,973,72,31.33333333,1,'Nan',173,45,125,'Nan',2015,(x),,31.12.2015,0.5C/1C 5200 @70 - 1C/1C: 1.500 / 2.500,CC-CV,0.02,'Nan'
TUM-001c,TUM-001,Samsung,Nickel rich,LithiumNickelManganeseCobaltOxide,PrismaticCase,SDI 94Ah ,Active,PrismaticCase,3200,80,355,165,94,4.15,3.68,2.7,31.33333333,150,1,2100,973,72,31.33333333,0.5,'Nan',173,45,125,'Nan',2015,(x),,31.12.2015,0.5C/1C 5200 @70 - 1C/1C: 1.500 / 2.500,CC-CV,0.02,'Nan'
TUM-001d,TUM-001,Samsung,Nickel rich,LithiumNickelManganeseCobaltOxide,PrismaticCase,SDI 94Ah ,Active,PrismaticCase,5200,70,355,165,94,4.15,3.68,2.7,31.33333333,150,1,2100,973,72,31.33333333,0.5,'Nan',173,45,125,'Nan',2015,(x),,31.12.2015,0.5C/1C 5200 @70 - 1C/1C: 1.500 / 2.500,CC-CV,0.02,'Nan'
TUM-02,TUM-02,Kokam,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,SLPB065070180,Active,PrismaticCase,3000,70,571,246,11.6,4.2,3.67,2.7,1.16,23.2,1,175,,11.6,1.16,1,'Nan',185,6.6,84,'Nan',2020,x,,KKDS-20200406-BM-CEL-02 ,,CC-CV,'Nan','Nan'
TUM-03,TUM-03,Kokam,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,SLPB120216216,Active,PrismaticCase,6000,70,418,182,53,4.2,3.7,2.7,10.6,265,1,1095,,106,10.6,1,'Nan',227,12,226,'Nan',2020,x,,-,,CC-CV,'Nan','Nan'
TUM-04,TUM-04,Samsung,Nickel rich,LithiumNickelCobaltAluminiumOxide,CylindricalCase,INR21700-50E,Active,CylindricalCase,500,80,568.8,255.7,4.9,4.2,3.6,2.5,,9.8,1,69,28,4.9,2.45,0.5,'Nan','Nan',70.8,,21.25,2017,x,,19.12.2017,,CC-CV,'Nan','Nan'
TUM-05,TUM-05,LG Chem,Nickel rich,LithiumNickelManganeseCobaltOxide,PouchCase,ID.3,Active,PrismaticCase,2000,80,685,273,80.45,4.2,3.7,2.5,,,1,1.101,0.438,125,,1,'Nan',515,8.7,98,'Nan',2020,,x,Wassiliadis et al. 2022,,CC-CV,'Nan','Nan'